Entity,Code,Day,p_avg_all_ages
Finland,FIN,2022-06-19,9.58
Finland,FIN,2022-06-26,10.24
Finland,FIN,2022-07-03,20.24
Finland,FIN,2022-07-10,15.25
Finland,FIN,2022-07-17,6.26
Finland,FIN,2022-07-24,15.67
Finland,FIN,2022-07-31,12.7
Finland,FIN,2022-08-07,18.69
Finland,FIN,2022-08-14,27.92
Finland,FIN,2022-08-21,25.21
Finland,FIN,2022-08-28,14.44
Finland,FIN,2022-09-04,10.07
Finland,FIN,2022-09-11,23.35
Finland,FIN,2022-09-18,27.67
Finland,FIN,2022-09-25,16.16
Finland,FIN,2022-10-02,18.39
Finland,FIN,2022-10-09,19.15
Finland,FIN,2022-10-16,20.45
Finland,FIN,2022-10-23,22.61
Finland,FIN,2022-10-30,20.89
Finland,FIN,2022-11-06,21.93
Finland,FIN,2022-11-13,22.55
Finland,FIN,2022-11-20,24.55
Finland,FIN,2022-11-27,24.9
Finland,FIN,2022-12-04,16.6
Finland,FIN,2022-12-11,28.64
Finland,FIN,2022-12-18,32.47
Finland,FIN,2022-12-25,32.79
Finland,FIN,2023-01-01,26.03
Finland,FIN,2023-01-08,17.66
Finland,FIN,2023-01-15,12.76
Finland,FIN,2023-01-22,5.94
Finland,FIN,2023-01-29,6.19
Finland,FIN,2023-02-05,5.13
Finland,FIN,2023-02-12,2.58
Finland,FIN,2023-02-19,4.48
Finland,FIN,2023-02-26,5.28
Finland,FIN,2023-03-05,-1.45
Finland,FIN,2023-03-12,-1.6
Finland,FIN,2023-03-19,0.38
Finland,FIN,2023-03-26,-1.53
Finland,FIN,2023-04-02,8.08
Finland,FIN,2023-04-09,10.86
Finland,FIN,2023-04-16,10.85
Finland,FIN,2023-04-23,15.9
Finland,FIN,2023-04-30,11.88
Finland,FIN,2023-05-07,9.85
Finland,FIN,2023-05-14,15.09
Finland,FIN,2023-05-21,13.82
Finland,FIN,2023-05-28,16.84
Finland,FIN,2023-06-04,15
Finland,FIN,2023-06-11,14.57
Finland,FIN,2023-06-18,21.58
Finland,FIN,2023-06-25,8.48
Finland,FIN,2023-07-02,15.19
Finland,FIN,2023-07-09,4.57
Finland,FIN,2023-07-16,10.29
Finland,FIN,2023-07-23,9.21
Finland,FIN,2023-07-30,-2.2
Finland,FIN,2023-08-06,9.42
Finland,FIN,2023-08-13,14.84
Finland,FIN,2023-08-20,6.59
Finland,FIN,2023-08-27,9.43
Finland,FIN,2023-09-03,4.47
Finland,FIN,2023-09-10,15.59
Finland,FIN,2023-09-17,14.72
Finland,FIN,2023-09-24,13.72
Finland,FIN,2023-10-01,13.14
Finland,FIN,2023-10-08,14.03
Finland,FIN,2023-10-15,18.01
Finland,FIN,2023-10-22,20.05
Finland,FIN,2023-10-29,22.34
Finland,FIN,2023-11-05,36.65
Finland,FIN,2023-11-12,42.28
Finland,FIN,2023-11-19,35.81
Finland,FIN,2023-11-26,44.06
Finland,FIN,2023-12-03,37.03
Finland,FIN,2023-12-10,30.91
Finland,FIN,2023-12-17,27.29
Finland,FIN,2023-12-24,24.79
Finland,FIN,2023-12-31,0.57
France,FRA,2020-01-05,-5.27
France,FRA,2020-01-12,-2.68
France,FRA,2020-01-19,-4.63
France,FRA,2020-01-26,-5.66
France,FRA,2020-02-02,-4.06
France,FRA,2020-02-09,-5.93
France,FRA,2020-02-16,-5.86
France,FRA,2020-02-23,-8.21
France,FRA,2020-03-01,-6.81
France,FRA,2020-03-08,-3.84
France,FRA,2020-03-15,4.3
France,FRA,2020-03-22,18.68
France,FRA,2020-03-29,39.04
France,FRA,2020-04-05,65.24
France,FRA,2020-04-12,57.18
France,FRA,2020-04-19,39.61
France,FRA,2020-04-26,17.44
France,FRA,2020-05-03,4.48
France,FRA,2020-05-10,3.67
France,FRA,2020-05-17,2.11
France,FRA,2020-05-24,5.56
France,FRA,2020-05-31,1.64
France,FRA,2020-06-07,1.81
France,FRA,2020-06-14,2.64
France,FRA,2020-06-21,0.59
France,FRA,2020-06-28,6.98
France,FRA,2020-07-05,-6.76
France,FRA,2020-07-12,0.95
France,FRA,2020-07-19,-3.02
France,FRA,2020-07-26,1.01
France,FRA,2020-08-02,6.98
France,FRA,2020-08-09,4.77
France,FRA,2020-08-16,17.4
France,FRA,2020-08-23,1.88
France,FRA,2020-08-30,2.15
France,FRA,2020-09-06,5.4
France,FRA,2020-09-13,8.14
France,FRA,2020-09-20,10.99
France,FRA,2020-09-27,2.25
France,FRA,2020-10-04,9.03
France,FRA,2020-10-11,6.22
France,FRA,2020-10-18,10.49
France,FRA,2020-10-25,22.69
France,FRA,2020-11-01,30.78
France,FRA,2020-11-08,38.26
France,FRA,2020-11-15,36.85
France,FRA,2020-11-22,31.26
France,FRA,2020-11-29,27.24
France,FRA,2020-12-06,24.51
France,FRA,2020-12-13,21.25
France,FRA,2020-12-20,14.63
France,FRA,2020-12-27,9.37
France,FRA,2021-01-03,13.84
France,FRA,2021-01-10,9.17
France,FRA,2021-01-17,7.93
France,FRA,2021-01-24,14.69
France,FRA,2021-01-31,13.12
France,FRA,2021-02-07,10.45
France,FRA,2021-02-14,7.37
France,FRA,2021-02-21,8.52
France,FRA,2021-02-28,3.34
France,FRA,2021-03-07,0.34
France,FRA,2021-03-14,1.41
France,FRA,2021-03-21,7.73
France,FRA,2021-03-28,8.83
France,FRA,2021-04-04,13.73
France,FRA,2021-04-11,14.25
France,FRA,2021-04-18,17.12
France,FRA,2021-04-25,19.91
France,FRA,2021-05-02,16.78
France,FRA,2021-05-09,16.03
France,FRA,2021-05-16,8.15
France,FRA,2021-05-23,6.76
France,FRA,2021-05-30,4.99
France,FRA,2021-06-06,5.4
France,FRA,2021-06-13,4.62
France,FRA,2021-06-20,7.6
France,FRA,2021-06-27,-4.85
France,FRA,2021-07-04,-2.41
France,FRA,2021-07-11,-2.34
France,FRA,2021-07-18,1.11
France,FRA,2021-07-25,10.12
France,FRA,2021-08-01,2.29
France,FRA,2021-08-08,3.83
France,FRA,2021-08-15,12.92
France,FRA,2021-08-22,11.97
France,FRA,2021-08-29,6.13
France,FRA,2021-09-05,11.58
France,FRA,2021-09-12,16.43
France,FRA,2021-09-19,5.74
France,FRA,2021-09-26,2.83
France,FRA,2021-10-03,6.45
France,FRA,2021-10-10,4.92
France,FRA,2021-10-17,8.28
France,FRA,2021-10-24,8.82
France,FRA,2021-10-31,9.84
France,FRA,2021-11-07,4.56
France,FRA,2021-11-14,7.49
France,FRA,2021-11-21,8.48
France,FRA,2021-11-28,12.55
France,FRA,2021-12-05,16.98
France,FRA,2021-12-12,19.81
France,FRA,2021-12-19,16.25
France,FRA,2021-12-26,18.65
France,FRA,2022-01-02,16.79
France,FRA,2022-01-09,8.36
France,FRA,2022-01-16,7.25
France,FRA,2022-01-23,9.49
France,FRA,2022-01-30,15.38
France,FRA,2022-02-06,15.61
France,FRA,2022-02-13,8.47
France,FRA,2022-02-20,5.31
France,FRA,2022-02-27,-1.13
France,FRA,2022-03-06,-1.02
France,FRA,2022-03-13,-0.38
France,FRA,2022-03-20,2.9
France,FRA,2022-03-27,5.81
France,FRA,2022-04-03,10.34
France,FRA,2022-04-10,15.02
France,FRA,2022-04-17,18.38
France,FRA,2022-04-24,15.32
France,FRA,2022-05-01,11.02
France,FRA,2022-05-08,11.84
France,FRA,2022-05-15,8.39
France,FRA,2022-05-22,7.24
France,FRA,2022-05-29,-1.39
France,FRA,2022-06-05,7.73
France,FRA,2022-06-12,3.68
France,FRA,2022-06-19,12.56
France,FRA,2022-06-26,6.11
France,FRA,2022-07-03,0.87
France,FRA,2022-07-10,6.85
France,FRA,2022-07-17,22.47
France,FRA,2022-07-24,25.03
France,FRA,2022-07-31,11.83
France,FRA,2022-08-07,17.35
France,FRA,2022-08-14,17.81
France,FRA,2022-08-21,13.09
France,FRA,2022-08-28,8.31
France,FRA,2022-09-04,7.87
France,FRA,2022-09-11,7.48
France,FRA,2022-09-18,5.12
France,FRA,2022-09-25,8.64
France,FRA,2022-10-02,13.65
France,FRA,2022-10-09,14.38
France,FRA,2022-10-16,11.39
France,FRA,2022-10-23,14.19
France,FRA,2022-10-30,8.3
France,FRA,2022-11-06,4.73
France,FRA,2022-11-13,7.39
France,FRA,2022-11-20,13.45
France,FRA,2022-11-27,14.12
France,FRA,2022-12-04,15.16
France,FRA,2022-12-11,25.82
France,FRA,2022-12-18,31.12
France,FRA,2022-12-25,37.29
France,FRA,2023-01-01,30.78
France,FRA,2023-01-08,15.13
France,FRA,2023-01-15,4.22
France,FRA,2023-01-22,2.38
France,FRA,2023-01-29,1.7
France,FRA,2023-02-05,-0.52
France,FRA,2023-02-12,-2.14
France,FRA,2023-02-19,-2.59
France,FRA,2023-02-26,-2.96
France,FRA,2023-03-05,-3.41
France,FRA,2023-03-12,0.57
France,FRA,2023-03-19,2.3
France,FRA,2023-03-26,-0.32
France,FRA,2023-04-02,-0.29
France,FRA,2023-04-09,2.24
France,FRA,2023-04-16,4.94
France,FRA,2023-04-23,7.95
France,FRA,2023-04-30,8.17
France,FRA,2023-05-07,6.13
France,FRA,2023-05-14,3.02
France,FRA,2023-05-21,4.77
France,FRA,2023-05-28,8.66
France,FRA,2023-06-04,9.36
France,FRA,2023-06-11,10.69
France,FRA,2023-06-18,8.08
France,FRA,2023-06-25,3.52
France,FRA,2023-07-02,-2.07
France,FRA,2023-07-09,-1.3
France,FRA,2023-07-16,4.29
France,FRA,2023-07-23,-0.02
France,FRA,2023-07-30,1.04
France,FRA,2023-08-06,0.16
France,FRA,2023-08-13,7.61
France,FRA,2023-08-20,11
France,FRA,2023-08-27,11.68
France,FRA,2023-09-03,7.11
France,FRA,2023-09-10,13.67
France,FRA,2023-09-17,6.28
France,FRA,2023-09-24,0.72
France,FRA,2023-10-01,5.56
France,FRA,2023-10-08,4.52
France,FRA,2023-10-15,4.23
France,FRA,2023-10-22,8.46
France,FRA,2023-10-29,11.86
France,FRA,2023-11-05,10.23
France,FRA,2023-11-12,9.07
France,FRA,2023-11-19,8.64
France,FRA,2023-11-26,8.29
France,FRA,2023-12-03,12.64
France,FRA,2023-12-10,17.56
France,FRA,2023-12-17,13
France,FRA,2023-12-24,10.5
France,FRA,2023-12-31,9.08
French Guiana,GUF,2020-01-05,7.14
French Guiana,GUF,2020-01-12,-31.03
French Guiana,GUF,2020-01-19,-15.84
French Guiana,GUF,2020-01-26,3.96
French Guiana,GUF,2020-02-02,11.11
French Guiana,GUF,2020-02-09,-37.5
French Guiana,GUF,2020-02-16,-14.77
French Guiana,GUF,2020-02-23,10.39
French Guiana,GUF,2020-03-01,-12.5
French Guiana,GUF,2020-03-08,5.26
French Guiana,GUF,2020-03-15,66.67
French Guiana,GUF,2020-03-22,-30.23
French Guiana,GUF,2020-03-29,49.35
French Guiana,GUF,2020-04-05,-38.14
French Guiana,GUF,2020-04-12,-36.17
French Guiana,GUF,2020-04-19,-67.29
French Guiana,GUF,2020-04-26,-14.89
French Guiana,GUF,2020-05-03,-51.09
French Guiana,GUF,2020-05-10,-5.06
French Guiana,GUF,2020-05-17,14.29
French Guiana,GUF,2020-05-24,-32.99
French Guiana,GUF,2020-05-31,-26.14
French Guiana,GUF,2020-06-07,25
French Guiana,GUF,2020-06-14,13.33
French Guiana,GUF,2020-06-21,100
French Guiana,GUF,2020-06-28,43.68
French Guiana,GUF,2020-07-05,31.58
French Guiana,GUF,2020-07-12,42.86
French Guiana,GUF,2020-07-19,54.21
French Guiana,GUF,2020-07-26,23.6
French Guiana,GUF,2020-08-02,10
French Guiana,GUF,2020-08-09,6.74
French Guiana,GUF,2020-08-16,-23.08
French Guiana,GUF,2020-08-23,45.57
French Guiana,GUF,2020-08-30,42.86
French Guiana,GUF,2020-09-06,6.67
French Guiana,GUF,2020-09-13,-45.05
French Guiana,GUF,2020-09-20,27.91
French Guiana,GUF,2020-09-27,1.27
French Guiana,GUF,2020-10-04,15.85
French Guiana,GUF,2020-10-11,39.71
French Guiana,GUF,2020-10-18,57.53
French Guiana,GUF,2020-10-25,1.12
French Guiana,GUF,2020-11-01,80.56
French Guiana,GUF,2020-11-08,1.19
French Guiana,GUF,2020-11-15,-44.44
French Guiana,GUF,2020-11-22,54.41
French Guiana,GUF,2020-11-29,16.28
French Guiana,GUF,2020-12-06,31.25
French Guiana,GUF,2020-12-13,-18.37
French Guiana,GUF,2020-12-20,-11.11
French Guiana,GUF,2020-12-27,29.87
French Guiana,GUF,2021-01-03,-2.6
French Guiana,GUF,2021-01-10,7.14
French Guiana,GUF,2021-01-17,43.68
French Guiana,GUF,2021-01-24,-10.89
French Guiana,GUF,2021-01-31,8.91
French Guiana,GUF,2021-02-07,35.8
French Guiana,GUF,2021-02-14,25
French Guiana,GUF,2021-02-21,19.32
French Guiana,GUF,2021-02-28,42.86
French Guiana,GUF,2021-03-07,12.5
French Guiana,GUF,2021-03-14,57.89
French Guiana,GUF,2021-03-21,110.14
French Guiana,GUF,2021-03-28,74.42
French Guiana,GUF,2021-04-04,68.83
French Guiana,GUF,2021-04-11,3.09
French Guiana,GUF,2021-04-18,-25.53
French Guiana,GUF,2021-04-25,-15.89
French Guiana,GUF,2021-05-02,-30.85
French Guiana,GUF,2021-05-09,8.7
French Guiana,GUF,2021-05-16,13.92
French Guiana,GUF,2021-05-23,71.43
French Guiana,GUF,2021-05-30,23.71
French Guiana,GUF,2021-06-06,42.05
French Guiana,GUF,2021-06-13,87.5
French Guiana,GUF,2021-06-20,113.33
French Guiana,GUF,2021-06-27,118.75
French Guiana,GUF,2021-07-04,20.69
French Guiana,GUF,2021-07-11,84.21
French Guiana,GUF,2021-07-18,90.48
French Guiana,GUF,2021-07-25,44.86
French Guiana,GUF,2021-08-01,74.16
French Guiana,GUF,2021-08-08,85
French Guiana,GUF,2021-08-15,34.83
French Guiana,GUF,2021-08-22,86.81
French Guiana,GUF,2021-08-29,146.84
French Guiana,GUF,2021-09-05,90.48
French Guiana,GUF,2021-09-12,86.67
French Guiana,GUF,2021-09-19,108.79
French Guiana,GUF,2021-09-26,155.81
French Guiana,GUF,2021-10-03,153.16
French Guiana,GUF,2021-10-10,107.32
French Guiana,GUF,2021-10-17,105.88
French Guiana,GUF,2021-10-24,78.08
French Guiana,GUF,2021-10-31,102.25
French Guiana,GUF,2021-11-07,101.39
French Guiana,GUF,2021-11-14,54.76
French Guiana,GUF,2021-11-21,-4.04
French Guiana,GUF,2021-11-28,47.06
French Guiana,GUF,2021-12-05,-24.42
French Guiana,GUF,2021-12-12,37.5
French Guiana,GUF,2021-12-19,-8.16
French Guiana,GUF,2021-12-26,22.22
French Guiana,GUF,2022-01-02,49.35
French Guiana,GUF,2022-01-09,37.76
French Guiana,GUF,2022-01-16,55.17
French Guiana,GUF,2022-01-23,93.07
French Guiana,GUF,2022-01-30,78.22
French Guiana,GUF,2022-02-06,41.98
French Guiana,GUF,2022-02-13,31.25
French Guiana,GUF,2022-02-20,59.09
French Guiana,GUF,2022-02-27,36.36
French Guiana,GUF,2022-03-06,43.75
French Guiana,GUF,2022-03-13,31.58
French Guiana,GUF,2022-03-20,59.42
French Guiana,GUF,2022-03-27,-36.05
French Guiana,GUF,2022-04-03,-2.6
French Guiana,GUF,2022-04-10,-7.22
French Guiana,GUF,2022-04-17,59.57
French Guiana,GUF,2022-04-24,-1.87
French Guiana,GUF,2022-05-01,1.06
French Guiana,GUF,2022-05-08,19.57
French Guiana,GUF,2022-05-15,32.91
French Guiana,GUF,2022-05-22,42.86
French Guiana,GUF,2022-05-29,-2.06
French Guiana,GUF,2022-06-05,2.27
French Guiana,GUF,2022-06-12,12.5
French Guiana,GUF,2022-06-19,66.67
French Guiana,GUF,2022-06-26,25
French Guiana,GUF,2022-07-03,43.68
French Guiana,GUF,2022-07-10,36.84
French Guiana,GUF,2022-07-17,-16.67
French Guiana,GUF,2022-07-24,-1.87
French Guiana,GUF,2022-07-31,34.83
French Guiana,GUF,2022-08-07,5
French Guiana,GUF,2022-08-14,57.3
French Guiana,GUF,2022-08-21,26.37
French Guiana,GUF,2022-08-28,32.91
French Guiana,GUF,2022-09-04,30.95
French Guiana,GUF,2022-09-11,6.67
French Guiana,GUF,2022-09-18,15.38
French Guiana,GUF,2022-09-25,33.72
French Guiana,GUF,2022-10-02,26.58
French Guiana,GUF,2022-10-09,21.95
French Guiana,GUF,2022-10-16,83.82
French Guiana,GUF,2022-10-23,43.84
French Guiana,GUF,2022-10-30,-32.58
French Guiana,GUF,2022-11-06,-2.78
French Guiana,GUF,2022-11-13,-10.71
French Guiana,GUF,2022-11-20,11.11
French Guiana,GUF,2022-11-27,83.82
French Guiana,GUF,2022-12-04,51.16
French Guiana,GUF,2022-12-11,-18.75
French Guiana,GUF,2022-12-18,17.35
French Guiana,GUF,2022-12-25,38.89
French Guiana,GUF,2023-01-01,133.77
French Guiana,GUF,2023-01-08,-3.06
French Guiana,GUF,2023-01-15,32.18
French Guiana,GUF,2023-01-22,18.81
French Guiana,GUF,2023-01-29,8.91
French Guiana,GUF,2023-02-05,29.63
French Guiana,GUF,2023-02-12,81.25
French Guiana,GUF,2023-02-19,70.45
French Guiana,GUF,2023-02-26,101.3
French Guiana,GUF,2023-03-05,50
French Guiana,GUF,2023-03-12,5.26
French Guiana,GUF,2023-03-19,37.68
French Guiana,GUF,2023-03-26,-6.98
French Guiana,GUF,2023-04-02,55.84
French Guiana,GUF,2023-04-09,18.56
French Guiana,GUF,2023-04-16,1.06
French Guiana,GUF,2023-04-23,2.8
French Guiana,GUF,2023-04-30,-4.26
French Guiana,GUF,2023-05-07,25
French Guiana,GUF,2023-05-14,-24.05
French Guiana,GUF,2023-05-21,64.29
French Guiana,GUF,2023-05-28,8.25
French Guiana,GUF,2023-06-04,76.14
French Guiana,GUF,2023-06-11,62.5
French Guiana,GUF,2023-06-18,100
French Guiana,GUF,2023-06-25,50
French Guiana,GUF,2023-07-02,-31.03
French Guiana,GUF,2023-07-09,15.79
French Guiana,GUF,2023-07-16,36.9
French Guiana,GUF,2023-07-23,12.15
French Guiana,GUF,2023-07-30,62.92
French Guiana,GUF,2023-08-06,25
French Guiana,GUF,2023-08-13,1.12
French Guiana,GUF,2023-08-20,-1.1
French Guiana,GUF,2023-08-27,51.9
French Guiana,GUF,2023-09-03,60.71
French Guiana,GUF,2023-09-10,60
French Guiana,GUF,2023-09-17,9.89
French Guiana,GUF,2023-09-24,39.53
French Guiana,GUF,2023-10-01,108.86
French Guiana,GUF,2023-10-08,58.54
French Guiana,GUF,2023-10-15,69.12
French Guiana,GUF,2023-10-22,50.68
French Guiana,GUF,2023-10-29,-10.11
French Guiana,GUF,2023-11-05,25
French Guiana,GUF,2023-11-12,42.86
French Guiana,GUF,2023-11-19,1.01
French Guiana,GUF,2023-11-26,83.82
French Guiana,GUF,2023-12-03,39.53
French Guiana,GUF,2023-12-10,25
French Guiana,GUF,2023-12-17,42.86
French Guiana,GUF,2023-12-24,22.22
French Guiana,GUF,2023-12-31,49.35
French Polynesia,PYF,2020-01-31,-7.41
French Polynesia,PYF,2020-02-29,14.81
French Polynesia,PYF,2020-03-31,16.44
French Polynesia,PYF,2020-04-30,2.73
French Polynesia,PYF,2020-05-31,0.48
French Polynesia,PYF,2020-06-30,11.4
French Polynesia,PYF,2020-07-31,-11.08
French Polynesia,PYF,2020-08-31,-12.78
French Polynesia,PYF,2020-09-30,20.14
French Polynesia,PYF,2020-10-31,15.2
French Polynesia,PYF,2020-11-30,41.29
French Polynesia,PYF,2020-12-31,40.06
French Polynesia,PYF,2021-01-31,20
French Polynesia,PYF,2021-02-28,21.46
French Polynesia,PYF,2021-03-31,-7.15
French Polynesia,PYF,2021-04-30,-8.76
French Polynesia,PYF,2021-05-31,-7.56
French Polynesia,PYF,2021-06-30,6.22
French Polynesia,PYF,2021-07-31,7.64
French Polynesia,PYF,2021-08-31,326.32
French Polynesia,PYF,2021-09-30,214.49
French Polynesia,PYF,2021-10-31,15.2
French Polynesia,PYF,2021-11-30,14.6
French Polynesia,PYF,2021-12-31,2.5
Georgia,GEO,2020-01-31,-3.84
Georgia,GEO,2020-02-29,0.76
Georgia,GEO,2020-03-31,-8.61
Georgia,GEO,2020-04-30,-11.43
Georgia,GEO,2020-05-31,-4.63
Georgia,GEO,2020-06-30,-4.88
Georgia,GEO,2020-07-31,2.08
Georgia,GEO,2020-08-31,-9.44
Georgia,GEO,2020-09-30,-1.83
Georgia,GEO,2020-10-31,6.95
Georgia,GEO,2020-11-30,46.57
Georgia,GEO,2020-12-31,43
Georgia,GEO,2021-01-31,6.63
Georgia,GEO,2021-02-28,-5.18
Georgia,GEO,2021-03-31,-1.37
Georgia,GEO,2021-04-30,1.35
Georgia,GEO,2021-05-31,12.6
Georgia,GEO,2021-06-30,11.24
Georgia,GEO,2021-07-31,15.77
Georgia,GEO,2021-08-31,61.05
Georgia,GEO,2021-09-30,57.99
Georgia,GEO,2021-10-31,46.88
Georgia,GEO,2021-11-30,62.24
Georgia,GEO,2021-12-31,36.03
Georgia,GEO,2022-01-31,16.88
Georgia,GEO,2022-02-28,37.25
Georgia,GEO,2022-03-31,12.81
Georgia,GEO,2022-04-30,-7.84
Georgia,GEO,2022-05-31,-8.46
Georgia,GEO,2022-06-30,-9.49
Georgia,GEO,2022-07-31,-2.27
Georgia,GEO,2022-08-31,-0.17
Georgia,GEO,2022-09-30,0.08
Georgia,GEO,2022-10-31,-9.25
Georgia,GEO,2022-11-30,-7.72
Georgia,GEO,2022-12-31,-4.42
Georgia,GEO,2023-01-31,-8.62
Georgia,GEO,2023-02-28,-9.89
Georgia,GEO,2023-03-31,-17.25
Georgia,GEO,2023-04-30,-12.94
Georgia,GEO,2023-05-31,-13.37
Georgia,GEO,2023-06-30,-15.38
Germany,DEU,2020-01-05,-1.78
Germany,DEU,2020-01-12,-0.71
Germany,DEU,2020-01-19,-3.02
Germany,DEU,2020-01-26,-4.73
Germany,DEU,2020-02-02,-3.28
Germany,DEU,2020-02-09,-6.91
Germany,DEU,2020-02-16,-6.41
Germany,DEU,2020-02-23,-11.63
Germany,DEU,2020-03-01,-11.16
Germany,DEU,2020-03-08,-8.29
Germany,DEU,2020-03-15,-3.26
Germany,DEU,2020-03-22,0.35
Germany,DEU,2020-03-29,3.65
Germany,DEU,2020-04-05,11.51
Germany,DEU,2020-04-12,14.26
Germany,DEU,2020-04-19,9.93
Germany,DEU,2020-04-26,6.23
Germany,DEU,2020-05-03,5.38
Germany,DEU,2020-05-10,2.16
Germany,DEU,2020-05-17,0.94
Germany,DEU,2020-05-24,3.82
Germany,DEU,2020-05-31,0.57
Germany,DEU,2020-06-07,4.46
Germany,DEU,2020-06-14,3.57
Germany,DEU,2020-06-21,0.21
Germany,DEU,2020-06-28,4.92
Germany,DEU,2020-07-05,-3.28
Germany,DEU,2020-07-12,-1
Germany,DEU,2020-07-19,-1.07
Germany,DEU,2020-07-26,-2.34
Germany,DEU,2020-08-02,2.83
Germany,DEU,2020-08-09,5.32
Germany,DEU,2020-08-16,20.08
Germany,DEU,2020-08-23,8.21
Germany,DEU,2020-08-30,1.66
Germany,DEU,2020-09-06,5.12
Germany,DEU,2020-09-13,5.81
Germany,DEU,2020-09-20,7.97
Germany,DEU,2020-09-27,6.22
Germany,DEU,2020-10-04,6.15
Germany,DEU,2020-10-11,1.36
Germany,DEU,2020-10-18,3.4
Germany,DEU,2020-10-25,8.17
Germany,DEU,2020-11-01,8.65
Germany,DEU,2020-11-08,8.44
Germany,DEU,2020-11-15,12.23
Germany,DEU,2020-11-22,13.69
Germany,DEU,2020-11-29,19.02
Germany,DEU,2020-12-06,23.41
Germany,DEU,2020-12-13,31.18
Germany,DEU,2020-12-20,32.45
Germany,DEU,2020-12-27,39.29
Germany,DEU,2021-01-03,39.22
Germany,DEU,2021-01-10,29.62
Germany,DEU,2021-01-17,25.51
Germany,DEU,2021-01-24,23.47
Germany,DEU,2021-01-31,14.73
Germany,DEU,2021-02-07,6.5
Germany,DEU,2021-02-14,2.42
Germany,DEU,2021-02-21,-2.38
Germany,DEU,2021-02-28,-11.51
Germany,DEU,2021-03-07,-15.94
Germany,DEU,2021-03-14,-13.24
Germany,DEU,2021-03-21,-10.45
Germany,DEU,2021-03-28,-6.19
Germany,DEU,2021-04-04,-2.45
Germany,DEU,2021-04-11,1.85
Germany,DEU,2021-04-18,6.43
Germany,DEU,2021-04-25,10.05
Germany,DEU,2021-05-02,11.94
Germany,DEU,2021-05-09,13.67
Germany,DEU,2021-05-16,7.53
Germany,DEU,2021-05-23,5.75
Germany,DEU,2021-05-30,4
Germany,DEU,2021-06-06,9.05
Germany,DEU,2021-06-13,5.55
Germany,DEU,2021-06-20,19.01
Germany,DEU,2021-06-27,5.04
Germany,DEU,2021-07-04,3.22
Germany,DEU,2021-07-11,-0.13
Germany,DEU,2021-07-18,8.32
Germany,DEU,2021-07-25,5.37
Germany,DEU,2021-08-01,-0.46
Germany,DEU,2021-08-08,0.4
Germany,DEU,2021-08-15,5.86
Germany,DEU,2021-08-22,6.57
Germany,DEU,2021-08-29,5.69
Germany,DEU,2021-09-05,5.84
Germany,DEU,2021-09-12,18.21
Germany,DEU,2021-09-19,11.37
Germany,DEU,2021-09-26,11.67
Germany,DEU,2021-10-03,10.38
Germany,DEU,2021-10-10,9.74
Germany,DEU,2021-10-17,9.74
Germany,DEU,2021-10-24,15.09
Germany,DEU,2021-10-31,18.64
Germany,DEU,2021-11-07,19.42
Germany,DEU,2021-11-14,20.21
Germany,DEU,2021-11-21,27.12
Germany,DEU,2021-11-28,31.11
Germany,DEU,2021-12-05,35.12
Germany,DEU,2021-12-12,31.2
Germany,DEU,2021-12-19,25.75
Germany,DEU,2021-12-26,20.42
Germany,DEU,2022-01-02,20.87
Germany,DEU,2022-01-09,8.56
Germany,DEU,2022-01-16,1.92
Germany,DEU,2022-01-23,1.55
Germany,DEU,2022-01-30,2.34
Germany,DEU,2022-02-06,1.24
Germany,DEU,2022-02-13,0.21
Germany,DEU,2022-02-20,0.82
Germany,DEU,2022-02-27,-5
Germany,DEU,2022-03-06,-5.21
Germany,DEU,2022-03-13,-0.9
Germany,DEU,2022-03-20,4.09
Germany,DEU,2022-03-27,8.05
Germany,DEU,2022-04-03,10
Germany,DEU,2022-04-10,13.08
Germany,DEU,2022-04-17,12.87
Germany,DEU,2022-04-24,11.74
Germany,DEU,2022-05-01,10.83
Germany,DEU,2022-05-08,13.06
Germany,DEU,2022-05-15,11.5
Germany,DEU,2022-05-22,10.22
Germany,DEU,2022-05-29,4.23
Germany,DEU,2022-06-05,8.53
Germany,DEU,2022-06-12,8.68
Germany,DEU,2022-06-19,15.4
Germany,DEU,2022-06-26,16.45
Germany,DEU,2022-07-03,12.61
Germany,DEU,2022-07-10,6.69
Germany,DEU,2022-07-17,16.65
Germany,DEU,2022-07-24,25.55
Germany,DEU,2022-07-31,17.38
Germany,DEU,2022-08-07,17.8
Germany,DEU,2022-08-14,19.56
Germany,DEU,2022-08-21,21.37
Germany,DEU,2022-08-28,17.04
Germany,DEU,2022-09-04,11.66
Germany,DEU,2022-09-11,17.57
Germany,DEU,2022-09-18,12.72
Germany,DEU,2022-09-25,17.6
Germany,DEU,2022-10-02,24.22
Germany,DEU,2022-10-09,24.31
Germany,DEU,2022-10-16,26.2
Germany,DEU,2022-10-23,27.07
Germany,DEU,2022-10-30,24.82
Germany,DEU,2022-11-06,16.54
Germany,DEU,2022-11-13,15.18
Germany,DEU,2022-11-20,18.48
Germany,DEU,2022-11-27,20.84
Germany,DEU,2022-12-04,24.43
Germany,DEU,2022-12-11,31.71
Germany,DEU,2022-12-18,41.97
Germany,DEU,2022-12-25,53.65
Germany,DEU,2023-01-01,48.72
Germany,DEU,2023-01-08,32.04
Germany,DEU,2023-01-15,16.11
Germany,DEU,2023-01-22,8.56
